date,AGG,EEM,IJS,SPY,TLT,UUP,VNQ
2010-01-07,705700,41803700,613500,131091100,2793200,5844100,2091700
2010-01-08,412300,41118100,95700,126402800,2910700,7371900,2682000
2010-01-11,684400,42546400,161000,106375700,2181300,8037200,1924800
2010-01-12,1818500,65902300,92000,163333500,4321200,10486900,3124500
2010-01-13,530900,48040100,91500,161822000,4755000,4659400,2133000
2010-01-14,498600,52893800,108000,115718800,4188800,7799800,1594700
2010-01-15,575300,76681800,111400,212283100,4142800,3053400,5577000
2010-01-19,754800,57597300,113700,139172700,2496000,3527200,2454200
2010-01-20,614200,78934700,190900,216490200,2800500,8332600,3339900
2010-01-21,540200,116104300,117500,344859600,4363100,7817500,4233400
2010-01-22,426600,108173800,200900,345942400,3666900,3961500,5039500
2010-01-25,514200,86170400,119500,186937500,2419500,4221400,3749000
2010-01-26,1288200,89832400,156200,211168800,3138100,7508800,3352900
2010-01-27,618300,91623300,90200,271863600,3325700,7955000,3714400
2010-01-28,640300,98086600,101500,316104000,3058200,5930300,3750000
2010-01-29,748600,151695100,128800,310677600,4930600,8886700,4096200
2010-02-01,501300,81928100,169300,187865000,3598500,5346900,2839200
2010-02-02,619000,86791200,92200,216327900,3047500,4624700,3270000
2010-02-03,2040600,64323800,101700,172730700,5343700,7748900,3079200
2010-02-04,595300,131791500,119300,356715700,6095000,9522800,3942800
2010-02-05,777600,165899900,232300,493585800,6875800,17374200,5100500
2010-02-08,658400,78752400,215000,224166900,3386000,10965400,2969600
2010-02-09,707100,133342000,228900,337820500,4790000,11684600,4785200
2010-02-10,458300,84646000,109900,240511500,5068000,6164200,2893900
2010-02-11,547400,90206600,94000,223591600,5087500,6182500,2706400
2010-02-12,506100,63053000,90300,304622100,2833800,4336300,3385000
2010-02-16,592800,73196700,108800,159317500,2440900,5956700,2730300
2010-02-17,509200,63631100,246400,168845100,4368200,4796600,3139000
2010-02-18,400100,61597600,148000,193708600,5121800,3961800,2737200
2010-02-19,501500,77264800,122700,222684900,3502500,5482400,3250100
2010-02-22,1120700,56446600,239500,132346900,3382600,3619000,1757800
2010-02-23,539400,103220800,163800,207497000,5474500,3647400,2715900
2010-02-24,542100,73043700,80200,176350700,4423200,5542600,2965400
2010-02-25,658800,73641500,247900,259634700,3707700,4687800,2067000
2010-02-26,658600,65727300,195400,173589300,4349100,4837100,1784300
2010-03-01,618000,73146100,953500,147709700,2415200,6130600,1849600
2010-03-02,661200,66353000,1720700,160992400,2260600,4698800,1575400
2010-03-03,492600,68779900,2052700,150785000,2156100,6455000,1884000
2010-03-04,782700,61065500,402700,135770400,2374700,4037300,1557300
2010-03-05,1057500,78177700,248600,176118800,3823200,3555100,2161800
2010-03-08,1827100,56724000,184700,114631200,2850400,4168100,1729200
2010-03-09,1140200,66759800,150900,154556700,2573700,2696900,2126000
2010-03-10,512000,73994500,260000,186088800,3216200,2315800,2311500
2010-03-11,540000,42415700,190300,160791100,2621000,3525800,1766200
2010-03-12,854200,48949200,424900,162074800,3099100,5689400,2344400
2010-03-15,832600,43560300,399000,146816800,1936800,3116600,2164400
2010-03-16,507700,58417000,117500,168673000,3932600,5086700,3905000
2010-03-17,662100,72017100,144900,177468100,3481200,4740400,3467900
2010-03-18,618200,73867900,133000,196509100,2750300,5246900,2448700
2010-03-19,388600,65993900,158300,226641100,2976300,6911200,2703900
2010-03-22,526700,57583400,382800,184477800,2452300,4476300,2922600
2010-03-23,725700,50528500,252400,182941600,2910000,3182100,3974700
2010-03-24,602700,65081100,373200,196072600,8049300,6944000,3241200
2010-03-25,1416700,72397600,1109900,223396300,8268400,7722800,4033400
2010-03-26,1251100,69798700,206000,205808500,4110700,3919600,4339000
2010-03-29,480000,57961300,2717200,134513500,3245100,3267200,1914200
2010-03-30,460500,50327500,830800,145772500,3254600,6498400,1968300
2010-03-31,808300,52858500,624600,161078700,4263900,3890100,2365900
2010-04-01,1386100,96281100,933200,161215200,2912400,3173700,2198300
2010-04-05,849300,63633700,370300,105847600,5652000,1792100,1961200
2010-04-06,934800,42926300,851200,110384200,3584600,3353700,3307100
2010-04-07,746600,55642000,159700,184576300,6389900,6376200,3521700
2010-04-08,406700,52083200,187700,158704000,3797600,4863200,2047800
2010-04-09,414200,46651000,122000,133006500,2311300,6529400,1710500
2010-04-12,476500,43558300,119700,110279000,2939600,5244300,1872300
2010-04-13,680900,47072900,273000,125043600,3090900,3626800,1712600
2010-04-14,513500,42957800,231000,161609000,3570100,11851800,2026800
2010-04-15,837700,43463300,385300,144615300,3698000,1795100,2594700
2010-04-16,479300,142486200,1159500,366786700,8303900,3078000,4450000
2010-04-19,769500,89434600,330100,217947800,3211500,1276100,2825700
2010-04-20,652200,63883700,199600,157708000,2285000,1551600,2193300
2010-04-21,747600,64141600,308000,192910100,4162200,3057400,2980100
2010-04-22,221600,72788900,432500,115360300,2841400,2696600,1552700
2010-04-23,481000,64724100,488600,177335500,4776000,2684800,3302900
2010-04-26,587100,46317300,352800,143457300,4753900,1501400,2486700
2010-04-27,950900,132888400,808200,355853300,13199200,5873800,4589700
2010-04-28,929600,68981700,406400,300674100,8379500,3993200,3500600
2010-04-29,662300,69912900,318100,193775000,4067200,1994200,3268600
2010-04-30,920200,77528000,488200,270000900,6924800,1674000,4056200
2010-05-03,638600,47649800,390700,182747900,4211800,1618200,4016000
2010-05-04,690200,159998800,558500,360353400,11054800,5771400,3672500
2010-05-05,662400,131994700,651200,328973200,12219100,22279700,3597300
2010-05-06,1366600,225063100,928800,647356600,19578200,10922000,6191800
2010-05-07,1415400,191265100,540600,637558800,18740600,7668700,5896600
2010-05-10,1173600,187916400,1668400,396159600,10240100,7777100,4817300
2010-05-11,417500,119869600,677700,317849800,7729100,3656300,3229100
2010-05-12,426600,73936600,629400,235607100,5530800,3318500,2577400
2010-05-13,352700,71622500,1341100,234452500,6849700,3893000,2522000
2010-05-14,585600,113085000,362500,345601400,9796500,5043500,4558000
2010-05-17,312900,101708500,457600,325739800,6302200,3893700,2913300
2010-05-18,572400,113529000,751700,360556800,9904100,6966500,3725300
2010-05-19,577300,129633400,594100,394742700,14121200,7345400,5955800
2010-05-20,876900,174383500,804700,530418300,17666900,9121600,5847200
2010-05-21,1048200,169452900,741800,500909400,18670600,6179500,5652000
2010-05-24,1322700,90936400,509400,269823000,7721100,2736000,3826100
2010-05-25,1154700,144257100,460600,396505200,12952700,6295400,4736400
2010-05-26,886400,128281900,428900,349719300,12644800,3516700,4937300
2010-05-27,1072500,147181800,1271600,300870500,7653200,3287800,2876100
2010-05-28,658900,113223700,559400,297933500,5805500,2520300,2769200
2010-06-01,1717500,91068700,2233600,277909400,5536200,2820800,2715000
2010-06-02,1241600,103740800,282200,240243700,5656400,3214000,2015700
2010-06-03,1231300,70470800,308500,226618300,8499500,4739300,2171700
2010-06-04,1365400,108937200,459500,398475600,7479600,3850400,9751200
2010-06-07,417100,82131900,459500,264609100,5288200,2386800,3646600
2010-06-08,636400,108438000,1408800,357774300,5510800,3156000,4966300
2010-06-09,539000,87947600,226700,268023300,5598000,3190700,4130400
2010-06-10,649200,92855100,205600,317890600,6075100,3290400,3918800
2010-06-11,442000,66496500,183100,214128200,6266700,2557600,2626800
2010-06-14,600200,83991300,262100,207196100,5310400,4114000,2967100
2010-06-15,882800,96494500,186200,238268700,4920100,3993800,2692500
2010-06-16,654100,63906600,149700,216374000,4011100,2259100,2496600
2010-06-17,776100,68660100,221500,263185800,5650900,2443900,3137100
2010-06-18,634000,64639800,149900,174006600,4171700,2724000,1981200
2010-06-21,696100,96721100,156000,213140700,5740900,3589200,2910100
2010-06-22,560100,100336600,120800,239355400,5658900,2555800,4468100
2010-06-23,334200,93969400,109600,254639900,9137800,1969000,2987900
2010-06-24,812300,82636000,249000,268523600,6184600,1669700,3163500
2010-06-25,513800,60657800,92600,238726500,5148300,2246300,4883700
2010-06-28,529600,36242500,1212600,169218600,5436000,2390300,2439400
2010-06-29,469000,120391400,387500,373649500,7334200,2982500,4804700
2010-06-30,1050800,84176700,428700,284101700,7205700,1887000,3616100
2010-07-01,744800,113344200,754900,382924800,12893400,5147100,7804700
2010-07-02,586100,63854500,271800,233385200,6297600,3738500,2682600
2010-07-06,553200,76509800,426400,256935300,6620400,5670200,4989800
2010-07-07,1011200,68037800,705000,253769400,5727800,2385100,3702500
2010-07-08,622100,60958700,290800,210842100,6260600,2430200,2288500
2010-07-09,490600,43777100,206500,144999900,4286000,1964800,1597100
2010-07-12,323500,53211600,189900,131283600,4062100,1727600,2419900
2010-07-13,402300,52194800,484300,213025900,5842500,4354600,2622800
2010-07-14,786900,46615600,114000,184426800,5417300,2252600,2297300
2010-07-15,1254100,66745400,156100,232337900,6996100,5089100,2560700
2010-07-16,386100,99497500,116100,282693400,7512400,3920400,2758100
2010-07-19,425600,46717800,281100,186709000,4305800,1528600,2740600
2010-07-20,616900,92255200,125500,258162400,5076600,4164000,3494800
2010-07-21,518400,66007400,187200,264527000,7894200,2954800,3526700
2010-07-22,920000,74052900,111700,274781300,5759700,1705400,3295200
2010-07-23,708800,65675400,54500,222020800,6259100,2370600,2956400
2010-07-26,836300,64865500,398400,184445700,4856400,2145700,3857800
2010-07-27,516900,63763700,319000,204855600,5328000,1691900,3483300
2010-07-28,495000,43131400,186700,163056200,5507200,2006900,2919200
2010-07-29,444800,49588200,143700,220149100,6305500,2504100,2276900
2010-07-30,937100,54277200,109000,220070600,7683200,1285200,2746300
2010-08-02,1532400,69623700,99700,188263200,5769200,2919300,3018300
2010-08-03,1150000,60207900,403400,146657300,4363500,2652500,1955500
2010-08-04,981700,55875600,222000,158171700,3820400,6548500,2041300
2010-08-05,972200,43650600,165500,140473800,3704200,3025400,1847300
2010-08-06,809200,65731600,184100,239728300,6042400,2938500,1836100
2010-08-09,506900,27051000,256500,120800400,2578500,1497300,2914500
2010-08-10,571900,68735400,182700,242916300,11251000,3830200,2180200
2010-08-11,682300,92778600,189100,273406900,6778300,7122600,2688600
2010-08-12,671600,43919400,262900,239542600,7590100,4587500,2632600
2010-08-13,580300,28672700,128400,158698500,7843600,2758600,2208700
2010-08-16,773200,34651900,103000,147895300,7976200,1788300,1827400
2010-08-17,513500,39414300,71400,172270300,6756800,2259000,2290800
2010-08-18,558300,38009500,234400,182922100,7721600,1187100,1651800
2010-08-19,469500,56729300,78200,265847600,13128500,1582100,2883700
2010-08-20,665300,54134900,60600,209714200,7040300,4274600,1585400
2010-08-23,479900,44767900,209600,163490300,6360100,3078500,1535700
2010-08-24,834000,80709600,178300,280677800,9812100,4447000,2611500
2010-08-25,486000,89890000,138600,272234800,13299800,2598500,1817700
2010-08-26,1177900,59948200,135100,224439500,7039900,3139400,2792800
2010-08-27,475500,77005500,234900,272649000,13514000,4012200,2298700
2010-08-30,429900,48054700,153300,167238600,5535300,1738200,1641900
2010-08-31,737700,72404500,262400,273933100,8397000,1783400,2804700
2010-09-01,976100,83435900,186500,256828100,12480700,3436700,2037800
2010-09-02,1217500,47351900,89200,156112200,8167600,1842500,1990000
2010-09-03,856000,48712700,101500,212197300,9210700,2943600,2093000
2010-09-07,512400,45210000,139500,141973700,6018400,1444600,1728300
2010-09-08,819800,40612600,76600,149924400,6698400,1817900,2043200
2010-09-09,769800,34925400,89500,147017900,8588900,1564100,1428600
2010-09-10,770900,33236500,62000,127819000,6910300,616300,1024300
2010-09-13,1044100,63308900,134500,178503500,7054800,1699300,1611000
2010-09-14,792300,65151200,105800,209823600,5978100,2215500,1842800
2010-09-15,813500,41107300,111700,168608400,7919100,1103300,3981000
2010-09-16,691600,36078100,113500,199962900,17116200,4234800,1490300
2010-09-17,719400,40115200,57500,195836900,9203600,1661900,1287600
2010-09-20,717000,53864500,111500,214555200,5277800,1923300,1801800
2010-09-21,497200,54263300,216000,268389100,12664000,4914100,3266300
2010-09-22,652900,45586800,111300,191322400,8229400,4480900,2927100
2010-09-23,837200,62060200,67500,202354300,7412200,2624000,2352800
2010-09-24,1116600,57929100,105900,209671800,8942500,3329500,3617600
2010-09-27,956800,40319500,84500,128761800,7061600,5305500,1765200
2010-09-28,980300,50012300,109800,209207500,8262900,5065400,1755000
2010-09-29,833500,58310500,78100,179665800,5507100,2850000,2032200
2010-09-30,2628600,60498400,226100,287106700,10618400,3536400,2745600
2010-10-01,1366700,69689800,1304700,174638700,9368400,2995700,6097900
2010-10-04,772100,49852800,539200,166153200,4422700,2082800,5232900
2010-10-05,758500,76615300,515800,229634100,8491800,3393500,2061300
2010-10-06,1041900,50339900,534900,148626600,6476100,3956700,2100000
2010-10-07,962900,49224000,75600,164860000,5780700,5534100,1283000
2010-10-08,604500,54002700,79600,177760100,6128700,2977200,1118100
2010-10-11,434600,32413800,122800,103098300,1474200,2644000,954600
2010-10-12,573300,63619500,95300,182210000,6122400,3458200,1686500
2010-10-13,984200,69189600,118500,194347200,8168400,3574300,1634600
2010-10-14,1091800,50754200,136600,217764300,10945000,4090500,1587600
2010-10-15,882600,83974500,175300,243705000,12694700,8807200,1794000
2010-10-18,755700,51898000,99300,141204800,5592200,3236300,1638000
2010-10-19,607200,90101300,171500,280604700,8017500,10822800,1987000
2010-10-20,849500,62292200,202700,200051800,5515800,8742200,1958700
2010-10-21,507100,85422400,195500,221585500,6836100,9596700,1848300
2010-10-22,551400,42843800,122000,108212400,4770700,4695700,1147900
2010-10-25,723500,53950800,124400,151145700,5632300,5641400,1663900
2010-10-26,433200,36715600,225400,158982900,8432000,5790100,1669500
2010-10-27,587900,70436800,100000,190024000,9245200,15417300,2485700
2010-10-28,505300,45927000,107900,168576000,8052600,5232300,1185400
2010-10-29,963600,38056300,117800,144305500,6753800,4144900,1017800
2010-11-01,737100,47366500,291200,174074800,5921000,3610600,1263100
2010-11-02,1052600,48355900,98700,158345900,6537400,4533900,1166400
2010-11-03,462600,94125200,91700,226702800,25541800,11546800,1589400
2010-11-04,626100,83567900,142900,215039400,13246500,14712400,1186500
2010-11-05,1150200,53781000,92000,180654100,12435000,5827400,1534200
2010-11-08,370500,37106100,70200,156107100,6795200,4274100,1784400
2010-11-09,686800,55351100,101300,186621600,15061700,5428700,3078600
2010-11-10,910100,66304400,73200,221387400,18540400,6243300,1480000
2010-11-11,425100,48410200,53100,158017600,3368100,5170700,1305100
2010-11-12,759500,88808000,97100,239068800,11739500,5481200,1683700
2010-11-15,2020300,48585300,105500,163940800,14978700,4708100,2017000
2010-11-16,1459500,136332900,129200,299566200,19901300,6354000,3883400
2010-11-17,822500,80352800,124300,172308900,9915600,4547000,1503300
2010-11-18,916100,77989900,124000,197723700,12424800,3587900,2498900
2010-11-19,658200,48175100,86200,156852900,8359500,2623400,2001900
2010-11-22,512200,46793100,90700,181361000,10413500,2035600,1443200
2010-11-23,412300,86768900,129900,222309000,9566900,7245400,2671600
2010-11-24,740700,63287600,64800,140046100,11467600,3561400,1555400
2010-11-26,134200,60387100,28300,76007800,4848900,6484300,661100
2010-11-29,658900,80428200,82700,223642300,8950000,7682700,1620500
2010-11-30,767900,78842700,90400,233930700,11947600,6908700,1652000
2010-12-01,950600,81889600,101300,221037200,15441200,5591900,2195300
2010-12-02,1124900,72593100,102500,191213600,9318700,5658500,1353800
2010-12-03,660000,44688700,47800,151288900,10194800,10896200,1589000
2010-12-06,2606200,44988700,54700,103050500,7001800,3287700,1602500
2010-12-07,1214600,64406800,88200,206581000,18533100,3274200,1773500
2010-12-08,1856200,48924100,67800,138019200,19275900,3977900,2263600
2010-12-09,805800,63131000,110100,123705100,17477100,3275700,1487900
2010-12-10,1217500,44844200,51800,117571700,7078500,2232000,2754600
2010-12-13,1813000,49177500,46800,133812700,12399900,8888500,1023800
2010-12-14,941200,53611300,60000,147249600,23516400,3055900,1645800
2010-12-15,1357500,69038700,96000,160823100,26084000,5926900,1447800
2010-12-16,1647800,55441400,38500,185035200,17939000,4830300,1270200
2010-12-17,1579300,43610700,73700,141075300,16849700,6085700,2871200
2010-12-20,930100,48887300,323300,119085500,13703500,5458800,2388500
2010-12-21,1520300,59666300,122700,94965500,8985100,2988600,2927500
2010-12-22,669500,24942400,134000,78878100,6440900,1805600,1398000
2010-12-23,1285800,27545100,78600,70053700,7091800,4953900,1241600
2010-12-27,686600,29293100,204300,58126000,5285900,1378400,1275200
2010-12-28,709000,30330000,93600,55309100,13972100,1783900,2919200
2010-12-29,487100,30891500,61900,58033100,13115400,1802300,1511400
2010-12-30,780500,28376000,55800,76616900,7029900,2199700,1229500
2010-12-31,551600,34328200,104200,91218900,8516000,3413900,1168500
2011-01-03,739700,40116200,330300,138725200,13799400,1876500,1957400
2011-01-04,625500,45176300,144000,137409700,10466900,2474300,2315700
2011-01-05,864200,47527100,108000,133975300,17568000,4296600,1512700
2011-01-06,2032600,43977400,91600,122519000,9317500,4132800,1819300
2011-01-07,968500,57124900,119900,156034600,12694600,4977100,2001200
2011-01-10,566000,62556500,96500,122401700,8295200,2047400,1668400
2011-01-11,620800,53337100,92500,110287000,9495400,2853500,1237500
2011-01-12,562400,67254100,130200,107929200,9522900,4674100,1639600
2011-01-13,943500,53294600,125300,129048400,14502400,4646000,1200400
2011-01-14,751900,38685900,156200,117677900,8960700,5341100,1334300
2011-01-18,445200,30565800,138300,114401300,10663600,3015100,1348900
2011-01-19,912100,64940400,156300,151958400,8886900,3512300,2340800
2011-01-20,846300,75797500,87800,175745700,14203400,2165000,1934400
2011-01-21,578200,87318900,51200,151462900,9085600,3009600,1196800
2011-01-24,535300,61839300,85200,113715500,7700200,2429600,1143000
2011-01-25,483400,63557800,77300,167552200,13438100,2205900,1249600
2011-01-26,568400,66604500,149300,141281500,13322900,4090200,2310600
2011-01-27,598500,80518400,43400,123302700,10868700,1964100,1926600
2011-01-28,783100,185092200,65200,295637300,11993200,3585000,1404200
2011-01-31,1691500,97695000,78400,149249200,8647600,4983400,1916800
2011-02-01,700500,105876000,137300,167194300,11508400,4269700,2400100
2011-02-02,513000,68880600,49900,118323600,13624600,2462600,1698300
2011-02-03,912300,56934900,267800,145886700,12785800,1928300,1294300
2011-02-04,1116600,76698100,97700,134634800,17172200,1840800,1842700
2011-02-07,604700,60078400,67100,112439100,8554800,1629800,1361500
2011-02-08,741000,74244600,58400,99072800,10454200,1894500,1356800
2011-02-09,518100,105680200,56200,146436700,13078600,2407800,1702500
2011-02-10,520800,114356000,36000,162708500,10486800,3205800,1364800
2011-02-11,797200,126541100,99300,137710300,11333400,2861300,1355200
2011-02-14,1024900,79051200,75700,101690700,8033500,1822700,1062000
2011-02-15,513500,57068800,75600,119575400,7298000,2435000,1198500
2011-02-16,474800,64667700,48900,130183500,8446300,1528500,1084400
2011-02-17,606300,55294900,59000,109810500,6732500,1578600,1011000
2011-02-18,694400,50410700,69100,130002400,6080700,1785600,1288000
2011-02-22,1033400,107176000,72400,233116400,11905700,2004600,2159100
2011-02-23,707000,91843500,106200,227584000,14522600,2497600,1966800
2011-02-24,1135300,71568500,112600,260431400,12110900,2977300,1586800
2011-02-25,542000,62718900,74000,141686900,6841700,1279500,1135900
2011-02-28,558200,54078600,68300,141585500,9682500,2951400,1725800
2011-03-01,735700,69711700,95900,258565500,8048700,3844200,3119700
2011-03-02,506200,60123300,182900,200277400,8526400,3669400,2400000
2011-03-03,618700,61309300,75600,176480100,10607600,3457700,1590100
2011-03-04,761700,66742500,69500,277202300,9316200,3214200,1681900
2011-03-07,621200,47781500,227100,216790400,7522300,2298700,1661400
2011-03-08,527200,63985100,142800,174615000,8498700,2595800,2228600
2011-03-09,590600,47005200,132900,153806000,8904800,2462400,1358600
2011-03-10,467900,91093100,152700,301291800,13385800,4492900,1704800
2011-03-11,473800,75103800,167000,225621800,8407600,2370300,1349400
2011-03-14,415900,59912300,139200,234974100,6765200,3112000,1673700
2011-03-15,672500,103041800,97200,359585400,14893800,3599800,2439500
2011-03-16,1012200,106325500,270100,468670300,24294200,2927000,3176100
2011-03-17,584800,68572300,246500,254303700,10528500,5179000,1837500
2011-03-18,382900,81209800,53500,230435400,7260900,3530900,1887600
2011-03-21,460900,49424900,98200,153992600,10542900,3842200,1340600
2011-03-22,604800,38871500,44200,129538600,6904700,1974700,2793800
2011-03-23,472300,53485200,76200,148603100,8358000,2353700,1699400
2011-03-24,1570000,53767500,154500,159129800,9477600,2896700,1466700
2011-03-25,811200,44773600,83500,155642800,6447200,3976000,2441500
2011-03-28,1443600,36577100,284800,109762400,3996800,1343100,1843000
2011-03-29,538100,56950300,79600,129798800,6487200,1219500,2293200
2011-03-30,791500,70036900,114000,135835000,5048300,1260200,1832700
2011-03-31,1014400,73140800,43900,132537100,9654300,2074400,3204000
2011-04-01,983700,82168900,401200,153850100,7860400,3038600,4149100
2011-04-04,517500,45858900,79000,100768900,4469100,979400,1072600
2011-04-05,801900,69539700,132800,120791500,9951600,1381500,1248100
2011-04-06,980400,69303000,68800,120411600,9090900,2367400,1286500
2011-04-07,681700,48786300,44100,170731500,9265100,1802900,1773000
2011-04-08,392900,54649200,59900,147945400,7605700,3407700,2259700
2011-04-11,387000,52980300,57200,121385400,5734000,2502200,1335300
2011-04-12,563000,72883500,67100,161187400,7686500,3409300,1996500
2011-04-13,531500,53492200,92500,162059000,7959300,2176300,1212600
2011-04-14,654100,57128000,46900,161220400,7609600,2267700,1423500
2011-04-15,391100,54453100,86600,170006700,10222900,2900300,1408600
2011-04-18,720400,93596400,123600,210759300,12036700,5069700,1709900
2011-04-19,470800,50803200,163000,124258800,5295100,1742200,1096500
2011-04-20,388800,49837100,87400,156133800,6754100,2558000,1432600
2011-04-21,447800,30217500,57400,135935400,3365600,2779400,1746900
2011-04-25,541700,33470800,169700,65757100,3626900,4248900,1421400
2011-04-26,569700,39700000,98300,146600000,7506300,3700000,2700000
2011-04-27,473300,60926500,80500,143031000,8869300,7640400,1860300
2011-04-28,573100,45836600,74100,124791100,8110200,9306000,2348200
2011-04-29,499000,38277100,55000,115094100,5900000,1900000,1777800
2011-05-02,613500,50952000,128000,126278700,5285100,8945400,2434500
2011-05-03,485900,83696700,85000,138375000,6486600,7702800,2052900
2011-05-04,659200,82919100,67000,182678500,7406300,11583200,1650200
2011-05-05,800700,79810600,105800,226900000,9600000,18200000,1900000
2011-05-06,1020900,92669900,78000,222787200,9451500,11396500,2277700
2011-05-09,502200,48367900,56000,114104500,3731200,7344500,983300
2011-05-10,536100,54996900,71000,114806900,5458300,4739100,1699400
2011-05-11,538800,82957400,67400,193564200,6078700,10728600,1736000
2011-05-12,767000,71004700,83000,171550700,8015800,5359000,1429800
2011-05-13,312700,83193600,47200,157444900,8380000,8998100,1482300
2011-05-16,678100,72402600,109200,141675400,6053600,3876600,2157000
2011-05-17,683500,60103700,102100,192686200,9826900,5683500,2183400
2011-05-18,618600,49432300,48200,135217900,7707600,3862600,1323700
2011-05-19,632800,37836800,72100,119489500,8052400,7557200,1324000
2011-05-20,938500,60130900,53400,182594900,5602300,6635900,1385200
2011-05-23,804100,59786200,126100,168700000,6300000,9300000,1809700
2011-05-24,579400,46599000,125200,147199600,5549100,2746300,1299400
2011-05-25,543400,43400000,141200,151050100,5664500,3335600,1411900
2011-05-26,861600,47128400,63300,164850000,8307900,2937400,1095800
2011-05-27,509700,38849400,74100,120921900,5390600,4988700,970600
2011-05-31,1047300,58762300,91100,164731200,7003900,4834000,1691500
2011-06-01,1139400,55372400,130800,233094300,12746400,6895300,2859300
2011-06-02,666600,38988300,82700,200466800,15738700,5355900,2122900
2011-06-03,522300,42955600,128600,234690200,10644100,6503400,1897800
2011-06-06,1477400,51477600,122300,179951200,8776900,4869000,1172700
2011-06-07,1737600,58042500,117400,161660500,7399200,6575000,1252000
2011-06-08,1085200,63855900,460300,198696400,7401800,5609600,1509400
2011-06-09,646500,40819000,109300,160964400,9963000,5576000,1381600
2011-06-10,1160500,61946000,138600,238629400,7710800,5967100,2011600
2011-06-13,956000,37673300,232300,207599800,5540000,4014500,1780800
2011-06-14,1199000,46392600,77300,160570400,8672400,3011000,1163900
2011-06-15,1395500,66901900,71000,300958000,12979100,8706300,1761700
2011-06-16,1211900,66078600,169500,308032800,10961200,5024600,2077100
2011-06-17,871300,61268200,72800,233284900,9622900,5367200,1912800
2011-06-20,731900,40025300,60500,159479000,6613800,3632900,1968200
2011-06-21,803600,48523000,82700,193157300,7894900,4552700,1375400
2011-06-22,897800,40580400,94900,176703000,5503700,3971300,3467800
2011-06-23,2735300,63556800,111200,334286500,8586800,5851300,2618700
2011-06-24,1084100,44225900,57900,226129300,7960900,5286200,2083800
2011-06-27,730600,53450600,132600,168904700,9331300,3540600,2519000
2011-06-28,1038500,45598200,84000,165556300,12634300,3647800,1278700
2011-06-29,2533800,55289100,214100,244295500,11084900,4950700,2049000
2011-06-30,1295600,46188400,156500,223322700,11555600,4203500,1960900
2011-07-01,1970000,44635400,245700,202385700,6637200,3130300,1796700
2011-07-05,799200,51374800,246600,165936000,4615600,2326900,1693200
2011-07-06,774600,56118500,179300,143331600,5652700,3624100,1655200
2011-07-07,1291600,49542300,194500,170464200,6823700,3831100,1530900
2011-07-08,682800,50271000,97500,194100500,12129300,3677400,1956000
2011-07-11,615000,58197700,74100,195918600,9760800,5459300,1878600
2011-07-12,681500,46966300,175200,214675700,9083900,4557900,2078400
2011-07-13,508400,59429900,134500,204062600,13112200,6012700,1853600
2011-07-14,1724900,53279700,77600,226111800,11471500,6399300,1715800
2011-07-15,638300,35171100,72500,220012800,7086200,2203700,1526200
2011-07-18,641600,46489100,102400,196872100,8206500,4890800,1272400
2011-07-19,780100,37413900,111000,166554900,15249400,4166300,1363100
2011-07-20,627300,29604100,101100,137145400,9673300,2817200,1508500
2011-07-21,839200,45701000,104500,245246300,11099200,9599900,1373600
2011-07-22,458000,31952700,89800,126019400,4974500,3334100,1184400
2011-07-25,1154600,32505900,83500,136653800,10869400,2808400,2624300
2011-07-26,832200,29118300,81700,131278200,7682800,5351600,1815200
2011-07-27,662700,54477400,211600,249020100,11224200,5544200,1794700
2011-07-28,823600,44734300,344200,207939900,7081600,1660100,2360300
2011-07-29,1400700,48432100,238400,307038400,19582400,2555000,1982300
2011-08-01,1300600,48466100,166800,325790900,14348200,6863400,2668900
2011-08-02,1010600,73705600,243800,346653800,20850600,3316800,3298000
2011-08-03,1237500,73967200,357400,370830800,21179700,3012500,4775700
2011-08-04,1585700,139352000,305400,520721800,34076600,11101100,4629400
2011-08-05,2184400,154381700,282800,655619200,41677700,6898500,7017600
2011-08-08,2068500,175336300,538200,702263900,38259500,8774900,9058400
2011-08-09,1642600,191406700,492000,717828700,39881400,5483500,8039400
2011-08-10,1102400,122586600,256000,662607400,46221000,4908100,7527500
2011-08-11,2596300,121153900,226400,487979700,37790100,2866800,4463100
2011-08-12,2472300,64752000,155200,313731600,15590800,2129000,4019100
2011-08-15,1034200,65966400,103800,258810600,10051700,6366500,2630500
2011-08-16,900100,61578100,170000,294095200,15993200,2022000,2688800
2011-08-17,1119500,45131600,61900,238201100,15906600,1707600,2230600
2011-08-18,954300,106805200,196000,512956300,27274600,3394600,3488600
2011-08-19,1271800,72408800,114400,428281300,15708400,2535600,3271400
2011-08-22,761800,51908100,427800,275090600,13157700,1686100,2213600
2011-08-23,757100,73244900,77700,331136600,16017800,5855900,2687800
2011-08-24,663300,48121000,110800,246869700,14621600,1760500,3095000
2011-08-25,647100,57125600,86500,312365400,10565900,1799400,2370800
2011-08-26,674700,74396200,185000,314495900,11504800,3423400,2829900
2011-08-29,1150700,46759900,90400,190977200,6764300,1383900,1976900
2011-08-30,1108200,51881500,87700,241315700,9508700,1742300,2705900
2011-08-31,2444400,74774800,134800,301828400,12186000,1337400,3047600
2011-09-01,1541600,76392600,100600,254585900,10686600,2502000,4270000
2011-09-02,923900,69255200,86900,255517200,16557100,2804300,3459400
2011-09-06,1104100,66073000,191300,285130500,14016200,6146600,3163900
