date,AGG,EEM,IJS,SPY,TLT,UUP,VNQ
2016-07-22,2315900,45498600,68600,62787500,5811400,1118300,2482900
2016-07-25,1680800,44174100,82400,55873100,4243800,1383800,2374700
2016-07-26,3540000,63593800,114800,70080500,5243400,1717400,2460200
2016-07-27,2966500,66783500,117800,80870400,8061300,1521500,3935200
2016-07-28,2640600,45590000,121100,65035700,7336100,1165900,2853100
2016-07-29,3671000,85265700,98400,79519400,8766700,3306200,3502600
2016-08-01,3149300,57794000,119200,73311400,9809300,705500,3335100
2016-08-02,3643900,81854600,159100,92295500,10051200,1902300,3877100
2016-08-03,3777800,42844900,385700,53993600,4930600,1459400,3829400
2016-08-04,2002800,70352400,114300,44476100,5313100,349800,2649700
2016-08-05,2474600,55760000,154500,71892200,7778600,834700,2941600
2016-08-08,2604000,43636800,182100,39906500,5185200,601800,2240200
2016-08-09,2981100,65823600,132200,51251700,5503200,671700,3474300
2016-08-10,3185800,59111700,150800,57941100,5843500,1372100,5302900
2016-08-11,1807200,76003600,108400,68960100,7036700,740500,4788300
2016-08-12,1889600,54790400,180400,61313500,7989600,745900,2972100
2016-08-15,1950500,55160100,79600,49813500,5108600,539000,2961400
2016-08-16,6250200,62084000,137700,53213600,6182700,1974600,4166800
2016-08-17,5210700,106432500,997900,75134300,5002000,1490000,5192000
2016-08-18,1962900,63045700,102900,52989300,3805200,1147700,4074800
2016-08-19,3287600,63995700,98600,75443000,5516300,1072200,3284900
2016-08-22,1808500,62902100,110600,61368800,5549700,1017400,3671000
2016-08-23,2583000,72475000,172800,53399200,6841400,1427500,6526100
2016-08-24,2312800,75080700,137300,71728900,6027800,1047400,6064800
2016-08-25,1613500,56434300,136800,69224800,5855500,987200,3219700
2016-08-26,2513700,178796200,120300,122506300,12962500,2873900,5844000
2016-08-29,2149900,49426000,132900,68606100,6957200,1152900,3318600
2016-08-30,1712300,48196900,71800,58114500,5161800,4898800,3431900
2016-08-31,3025000,98943200,120800,85269500,7349700,2955800,5003000
2016-09-01,3777100,67120400,131500,97844200,9149100,1397600,4098000
2016-09-02,1730900,88393000,92500,79293900,8397000,2454100,4439500
2016-09-06,3745800,108573800,227000,56702100,8542600,3033400,3874300
2016-09-07,1839600,58618800,230600,76554900,5421800,1175200,2874200
2016-09-08,2605500,71869900,207400,73011600,13596100,1295000,3123900
2016-09-09,2763900,124082600,145600,221589100,13347700,1208100,7589300
2016-09-12,2358200,119811600,113100,168110900,9096600,1337500,7088200
2016-09-13,3005400,160782500,228500,182828800,15645400,771400,7223000
2016-09-14,2089700,90163100,74300,134185500,7037700,413600,4781900
2016-09-15,2253800,87331100,76100,134427900,9874500,994000,4320500
2016-09-16,1701000,92612000,59400,155236400,7507900,1459600,6251400
2016-09-19,2026900,55625600,73900,78968600,7000300,2601000,3407700
2016-09-20,2078500,48531200,72400,69665300,6054800,2403400,3905800
2016-09-21,1899500,123874800,88900,110284400,10698100,1220700,6905000
2016-09-22,2017200,73865400,110800,76678700,12426200,1275800,3575700
2016-09-23,3415700,56201900,97900,73630900,5928800,632200,4722300
2016-09-26,2326900,47253900,140200,89827300,8661300,362400,3440200
2016-09-27,2881300,60877300,78900,78494800,9450400,317200,6479800
2016-09-28,2853900,82411300,106000,87411000,7958700,259900,2676300
2016-09-29,1668000,74659100,116500,128070600,8319800,958900,4662800
2016-09-30,3679800,85539100,293300,117202900,11747100,1338600,6718600
2016-10-03,9372900,77690300,1813000,83512100,7588800,732500,10473900
2016-10-04,5022400,95339800,258600,119948100,12048700,1735000,7415500
2016-10-05,3368700,61950100,220000,72816000,8917700,4292500,8125200
2016-10-06,2059400,45429700,152800,62927400,7839900,1200900,6760300
2016-10-07,1867600,77792800,96100,89788300,9953200,2114200,6036800
2016-10-10,1295400,56067800,58300,50602600,6086900,778200,2818300
2016-10-11,2753300,79646900,125700,130367400,9670400,2256000,4306600
2016-10-12,1668500,48482900,229300,73866100,7582400,1502100,3492600
2016-10-13,1964600,67497300,117200,101357000,7080600,919700,3633600
2016-10-14,2471500,54235800,513800,93346200,11415100,689500,3187500
2016-10-17,1556800,37742300,219300,58275700,10595900,945200,3154000
2016-10-18,1582900,50144000,154900,74250300,6935200,1219300,2533200
2016-10-19,1550000,49171200,265400,66519200,6941300,1853000,2871000
2016-10-20,1420800,55283900,161900,73639800,6082300,676300,3261100
2016-10-21,1776900,33058500,142400,89089100,9222700,3574000,3193800
2016-10-24,1385600,28142200,142300,60146600,6507500,721000,3948800
2016-10-25,2344400,32233900,138100,66542300,5134700,1204400,3161400
2016-10-26,2684000,50715500,95700,75705500,5842500,833800,4093100
2016-10-27,2330700,47287000,125600,77220200,10044700,1390300,5969300
2016-10-28,1713800,69558100,158900,140623200,7541000,1992400,4819100
2016-10-31,3260300,60365100,155100,61272500,7047500,1010000,5009700
2016-11-01,4725000,90113200,209400,122781800,12622400,2885900,7465200
2016-11-02,2572600,82319300,147300,103330800,8666200,1744300,7847600
2016-11-03,3254500,67403000,331900,88939300,6085400,1328500,7221900
2016-11-04,2013300,78558900,108400,109122100,7622600,940800,4432600
2016-11-07,2031000,85341300,190900,109794900,5386700,2672900,5860500
2016-11-08,2089200,83734900,96200,102268300,7318500,911800,3937000
2016-11-09,3657200,193443900,229000,258429000,31233500,2429100,10045800
2016-11-10,4179200,206490900,317400,172113300,22961200,2705400,13504700
2016-11-11,2804600,182114700,373900,100552700,10040200,1098700,5044900
2016-11-14,3054900,107591900,245400,91861000,20071500,7033200,6755200
2016-11-15,2252200,89937000,260200,91652600,11963700,4443000,7719900
2016-11-16,2164800,64467600,156900,64761400,8874000,3750500,10337100
2016-11-17,1903700,80829200,202000,69797200,11221600,2053000,3645200
2016-11-18,2767000,51490500,175700,86265800,13577700,1549400,3655600
2016-11-21,1705600,45251800,258900,72402600,6488100,3162100,3488200
2016-11-22,3465300,61503100,312600,67429000,9989900,2045200,4226700
2016-11-23,2497600,42516100,369500,54690100,13388600,2359200,6542100
2016-11-25,1071500,28572700,95800,37872300,3126300,3108300,1904500
2016-11-28,2476800,50953000,215800,76572500,8555000,2102900,4065700
2016-11-29,2178600,36457700,282400,69886700,8363000,1772200,3754200
2016-11-30,4627500,86930300,237400,113291800,21163500,3417000,6826400
2016-12-01,4691900,80947500,186000,79040500,21715700,1638200,6361900
2016-12-02,4269200,58727500,125300,74840300,12487500,1791600,3695900
2016-12-05,3398000,53275100,284600,67837800,12100100,4654700,3457200
2016-12-06,3306900,48356900,348300,59877400,11526600,2478800,4024800
2016-12-07,3796800,61773300,302600,110738100,10392200,1903600,5754300
2016-12-08,2822600,60291800,305800,99714400,12041100,2135000,4404200
2016-12-09,4530900,60173400,284100,88005800,14646400,1499800,4506200
2016-12-12,3074200,40766300,287800,102016100,9496300,1717500,3610700
2016-12-13,3665900,48943200,381200,110477500,12189200,1766700,4015100
2016-12-14,3544100,95190000,176600,142501800,16618400,3033900,4857300
2016-12-15,4619100,68897000,168900,124972600,12400500,3657600,3915200
2016-12-16,2981600,71983500,163400,144174300,13710700,2100100,6581100
2016-12-19,3202500,45241700,109700,90341100,10868300,1334000,3663600
2016-12-20,2871900,39157800,160800,89838800,7030600,2896300,5193600
2016-12-21,4066900,52040600,198900,67909000,4624700,1278800,4998400
2016-12-22,4110200,48802800,169600,56219100,5177800,1713900,3891700
2016-12-23,3821100,32038700,122600,36251400,4460200,899800,4504400
2016-12-27,2661500,25959900,140200,42672500,5276600,655300,3833000
2016-12-28,5609600,33745600,152400,64095000,7578600,1247400,3979500
2016-12-29,3649600,48069700,155900,47719500,8224400,1267300,4259400
2016-12-30,3690100,60515600,179100,108998300,10613900,1767900,6673400
2017-01-03,5079200,64483700,1244200,91366500,13217300,3455500,9380300
2017-01-04,3297100,83072600,455800,78744400,6699600,3534000,6598700
2017-01-05,5165900,60303200,447200,78379000,13265800,4269600,8555700
2017-01-06,2910100,33132200,311500,71559900,8369300,3202700,3901200
2017-01-09,3026700,33763300,316100,46265300,8767700,3506100,3546100
2017-01-10,2396300,46621700,176100,63771900,8417900,2060000,3959600
2017-01-11,4465500,92509300,205800,74650000,9402500,4496600,4498000
2017-01-12,3036600,38318100,272700,72113200,9977600,2173900,4670700
2017-01-13,3293600,35242000,146700,62717900,9820000,1828400,3658100
2017-01-17,3670200,37841700,169100,59261200,7300100,3443900,4139200
2017-01-18,3115600,37054200,144000,54793300,9064700,3939800,3317400
2017-01-19,2388000,52877000,174700,66608800,11795600,1595500,3169200
2017-01-20,3525000,59295600,184500,129168600,16953200,11995800,3285400
2017-01-23,3063400,51401800,181700,75061600,13118400,2300900,3165600
2017-01-24,2049500,45519900,208800,95555300,8395000,1638200,4204200
2017-01-25,2912900,42660800,164500,84437700,11115100,2168900,3461500
2017-01-26,2046300,43300100,295000,59970700,7827900,3848100,4093700
2017-01-27,3096800,30457500,159400,59711100,7197800,2262300,2996000
2017-01-30,2946200,34712000,575300,79737300,6569500,1139200,3182600
2017-01-31,7552700,67258600,626500,75880800,13298500,3570300,11091400
2017-02-01,2994200,54321500,139600,79117700,10975500,4271800,4555800
2017-02-02,3490700,26814000,195000,69657600,6978600,1361500,4754800
2017-02-03,2728400,34305200,659900,80563200,10275600,2033200,4165000
2017-02-06,1827000,30250100,224900,57790100,8433800,1703300,2985800
2017-02-07,2659100,31693700,165500,57931200,8418400,1601500,3250700
2017-02-08,3873200,37862900,177600,51566200,15734200,1412300,3316700
2017-02-09,2736000,38286700,157300,65955200,16890600,1191500,2806600
2017-02-10,2365300,38798700,206600,66015900,7978500,1022100,2983800
2017-02-13,2189800,34007000,116400,55182100,11536800,1089600,3968200
2017-02-14,2809500,54428100,159700,67794500,12575600,2502000,2687900
2017-02-15,2138900,49527300,222400,86785800,8481000,934400,3687300
2017-02-16,5257400,42986800,101300,84722400,10005800,2129400,3097800
2017-02-17,2228100,54880700,154600,77204100,7886400,999100,2624100
2017-02-21,1980300,42603700,117500,88946100,8703800,1421800,5646700
2017-02-22,2655500,39083500,167500,62115200,8101500,2048700,3464400
2017-02-23,2169000,46763100,93500,74615900,5330800,1291600,3430900
2017-02-24,2670900,44575100,109800,82381600,11336000,714500,3667400
2017-02-27,1998200,53625500,172900,56515400,11039800,768600,3326700
2017-02-28,3840100,71508900,386700,96961900,8410500,2266900,5778100
2017-03-01,3280200,93966300,246200,149158200,10717100,1646400,6282800
2017-03-02,2299700,63518000,162100,70246000,8201200,2871200,3060400
2017-03-03,4293900,54969900,155700,81974300,9515200,2932900,4177700
2017-03-06,3678300,30455800,204900,55391500,4489200,1043200,3237400
2017-03-07,2237900,43470400,128900,65103700,7080100,687200,4658000
2017-03-08,2834700,60587000,123800,78168800,11336300,1171800,4814100
2017-03-09,3527300,64159100,198700,90683900,10575400,1519800,5604300
2017-03-10,1906000,45184900,140800,81991700,9218500,2008600,6278800
2017-03-13,1658500,42405900,100000,57256800,6993100,1252100,4691000
2017-03-14,2639200,56600300,93700,59880800,9869200,1214100,4582400
2017-03-15,2162900,124080900,115200,96081800,14600500,3038700,7177800
2017-03-16,2369700,137911800,78100,78344000,8018200,2869100,4456700
2017-03-17,2368800,68267900,86200,89002100,7266800,1814700,4380600
2017-03-20,1635200,70310000,108100,52537000,5497800,742900,2748500
2017-03-21,2049700,71712900,268600,131809300,12540700,1933800,6969700
2017-03-22,2643600,70134100,157500,97569200,11661400,970200,4618000
2017-03-23,2071400,53877500,126400,100410300,6746500,1110700,7610200
2017-03-24,3374900,68871400,180400,112504900,5819600,2017600,4399200
2017-03-27,1977300,52896700,648800,87454500,6878500,1814800,4556000
2017-03-28,2016100,51799000,208700,93483900,6811200,1657600,4232100
2017-03-29,1965600,36857000,200100,61950400,6291000,550700,3123200
2017-03-30,1733900,33282500,117600,56737900,7042400,1195300,4593300
2017-03-31,3717700,94971500,84000,73733100,5144800,880100,7167900
2017-04-03,5197800,60048300,1746500,85546500,12996500,645000,7469000
2017-04-04,1627500,44136500,386400,56466200,6976700,813100,5359300
2017-04-05,2304100,44099200,414500,108800600,8555200,4699400,4738600
2017-04-06,1725300,35544800,827700,69135800,6497000,807500,4711500
2017-04-07,1783600,40355800,218000,74412300,10270000,1037600,4483800
2017-04-10,1903800,33853800,211900,67615300,5314500,666800,2547800
2017-04-11,2200800,46002800,314600,88045300,11297400,688200,3864200
2017-04-12,2433000,55149100,151000,81864400,11532500,1544800,3526900
2017-04-13,2339900,48182500,240900,92880400,8396700,820600,2759500
2017-04-17,1646100,29862300,188000,68405400,8015000,880800,3875000
2017-04-18,2369500,50889200,159200,83225800,11529700,1290900,2807300
2017-04-19,2148500,58751100,156300,68699900,7344000,417500,3622900
2017-04-20,1867800,46722900,239400,92572200,7932900,668900,3109100
2017-04-21,1539300,32949500,249000,110389800,9798500,745900,3261900
2017-04-24,2745400,63549800,135100,119209900,8066400,1643100,6595300
2017-04-25,1888500,50957400,128000,76698300,8122300,1698300,3412300
2017-04-26,2893700,56452000,128300,84702500,5766200,863600,4185400
2017-04-27,1660900,42298100,97000,57410300,4978300,724600,4822200
2017-04-28,4619600,54519600,186400,53247400,8055300,839700,5983700
2017-05-01,2510000,41171000,126800,66882500,8795900,617700,6003600
2017-05-02,2841400,55325500,258500,57375700,6727800,332500,4930000
2017-05-03,1923400,58336100,343400,73137700,8932900,876700,6207500
2017-05-04,1897900,81078300,246300,61462700,9707200,885400,8025100
2017-05-05,1421800,52581000,193500,62001300,5605400,680100,5458100
2017-05-08,3568400,35951500,206300,48385700,8057800,773200,3940600
2017-05-09,3084900,70127300,213400,51363200,5536700,1847600,5790900
2017-05-10,1653400,47629100,156400,54293800,6517000,549000,3801400
2017-05-11,2331000,37366100,117100,62358300,7479800,349100,3542600
2017-05-12,1329700,65418200,134800,53912700,7463900,690600,3115400
2017-05-15,1771000,52561000,83600,61918900,5173200,739800,3263900
2017-05-16,2051800,41936300,91100,51241800,6722700,1746200,4338600
2017-05-17,2464500,63287300,186600,172174100,11236400,1257800,7243700
2017-05-18,2107000,121234700,166300,107047700,8350500,1206800,4128200
2017-05-19,1504000,63742000,71800,115011400,11277400,1152100,6390100
2017-05-22,1642700,46357500,254900,61010600,4062900,1134000,3433700
2017-05-23,1334500,39495600,103400,48341700,7901300,1008900,2960100
2017-05-24,2719200,48549600,88200,46927700,7355200,1115900,2578500
2017-05-25,1558100,39606900,112300,64071700,6464800,1103100,3146900
2017-05-26,955300,31372700,61700,46629900,2963800,413400,3046100
2017-05-30,2093200,35122800,71000,35201900,4819400,1113800,1865200
2017-05-31,2416500,80159500,113900,91796000,8000200,959000,5515000
2017-06-01,2454500,46802100,88900,68962000,9037300,917100,6557200
2017-06-02,1507400,43699200,119600,88666100,13245000,1416000,3999500
2017-06-05,2450600,39245500,77500,44698800,6775500,1086100,4919900
2017-06-06,1607700,34184900,67000,50375400,12841500,895700,4358300
2017-06-07,1903500,34745400,197500,54144300,12852400,522500,3191200
2017-06-08,1532700,44982300,78000,63989800,8757500,724300,2963600
2017-06-09,1616800,73660800,112400,132256400,5130500,652100,4950400
2017-06-12,1394800,52374200,92300,86108100,4335800,429800,4049500
2017-06-13,1474300,38327800,84000,60067000,4742600,398000,2787500
2017-06-14,2627500,70500400,62900,78602300,20212300,1676600,5317300
2017-06-15,2233900,87660700,176100,66464900,5863700,1148400,3757200
2017-06-16,2216600,53875900,49400,84553100,6672500,917400,4497900
2017-06-19,1610400,68181200,77400,65123800,5641300,637300,4892200
2017-06-20,2195100,71372000,62500,56906400,8405700,615200,3194300
2017-06-21,1217400,54840400,62900,55977600,5914800,1105800,2559700
2017-06-22,1427400,50400700,63400,44148100,6608100,896800,6220800
2017-06-23,1259100,46141200,53200,66986800,4329900,323100,3759000
2017-06-26,1914400,44381000,53400,56700500,5541600,596600,6417400
2017-06-27,3072300,54898400,109300,82247700,8354200,1282600,3925300
2017-06-28,12184400,33600800,106300,70042600,7357900,944400,2956300
2017-06-29,3377200,66218700,140100,106949700,9115800,1831800,3985800
2017-06-30,2626900,76054300,83900,86820700,10189800,1529700,4206900
2017-07-03,1817300,38427000,73800,39153800,11021100,794300,3169500
2017-07-05,4288600,49491000,56300,54427600,11394500,1570200,5370200
2017-07-06,2284900,48464800,97800,65400800,10853100,357800,4091400
2017-07-07,2727400,69254100,112200,57972300,9401800,376400,3249800
2017-07-10,2386400,38230800,127900,36663300,3859200,212900,4164100
2017-07-11,1969100,41916900,57300,50354600,4425600,1556800,3346600
2017-07-12,2129900,80106600,51200,59610400,7839900,900900,3189200
2017-07-13,1568300,38698800,57700,39471600,7449300,411500,2556100
2017-07-14,1916600,51171300,53100,60262700,6566800,768100,2577600
2017-07-17,4078500,44288000,56600,33531900,4737300,508200,2730700
2017-07-18,2878400,49195500,65400,42742500,9163000,970500,3012500
2017-07-19,1577700,37949700,62500,51034300,5140900,785600,2949700
2017-07-20,1802600,35990000,280300,47135200,12239100,1016700,3140400
2017-07-21,1531700,34217900,72800,82340800,6201500,644600,2967100
2017-07-24,1946000,37613800,151200,46622300,5378500,419700,2659300
2017-07-25,2601700,37103900,71600,54915600,9743300,757900,2785000
2017-07-26,2249800,49001700,109100,47575400,8459500,1329500,2976800
2017-07-27,1868600,61916500,67200,70766600,6390800,1390700,2828800
2017-07-28,1894200,46072600,40100,50088400,5491800,859200,3024500
2017-07-31,2363000,60833500,80100,65838700,5464600,1432700,2967600
2017-08-01,2338900,37138400,91800,55050400,9676800,1150800,3142900
2017-08-02,2253300,29234800,80600,47211200,5745600,2221800,2192000
2017-08-03,1485200,45351400,67100,40856000,10324500,2071800,2032500
2017-08-04,2300900,48442700,133800,60191800,8485500,2543100,2068700
2017-08-07,2359800,23791100,65500,31995000,4684600,852700,1642700
2017-08-08,2570800,33793700,74300,61719400,6197400,1390400,2324400
2017-08-09,2308900,29007400,61700,62632600,9221800,1164800,4508400
2017-08-10,2004200,104326500,199000,120479500,10378200,947700,4190800
2017-08-11,1913300,52964600,130600,74869900,5717800,1472100,2692800
2017-08-14,2293900,37218100,129700,72139000,5089100,832100,2160200
2017-08-15,2177400,29467800,231800,55242700,7473200,915100,2260000
2017-08-16,1956500,43356300,116900,56715500,5283800,757500,2945300
2017-08-17,5403500,65838600,180600,128490400,9364700,542600,2053900
2017-08-18,1564800,67014400,90600,136748000,8382500,249100,2011600
2017-08-21,1717600,27756400,120600,65469700,7669800,632900,2487600
2017-08-22,1992300,30935800,82500,63140100,6140700,558000,1835300
2017-08-23,1894900,48383900,69500,50203800,7446400,686900,1889800
2017-08-24,2102100,52141700,74700,49730500,5569400,807600,2012200
2017-08-25,2326800,55530900,100400,64445900,7303300,1768700,2147300
2017-08-28,4476000,37424900,164500,40565600,4448500,1302600,2072000
2017-08-29,2092200,45507800,102700,51135700,7659400,1602900,1401700
2017-08-30,1505700,46687600,66700,62030800,4735200,1435200,2054100
2017-08-31,5308300,62118300,99000,103803900,7978400,1254400,3212700
2017-09-01,2824200,55195500,135900,62007000,14128600,1087700,3385900
2017-09-05,2257000,49130500,121100,91398800,15215700,702800,3705200
2017-09-06,2720200,44733800,105000,57916900,9066400,3111600,3330500
2017-09-07,1648800,39114300,94400,58034700,13618900,2717600,2313000
2017-09-08,2363200,41973600,46300,63832800,9808500,922300,2334500
2017-09-11,2492700,45287800,76700,71364800,17856700,1451100,2352600
2017-09-12,2403600,49495000,55700,56896000,7557400,2010900,3991300
2017-09-13,1304100,54758700,41700,59228000,6740000,1976200,1840100
2017-09-14,1704200,36057900,53800,95446300,6674500,1644000,2839400
2017-09-15,2818000,47816300,48000,95432400,9769200,1469500,3172800
2017-09-18,1946300,37633400,70400,46235200,6863000,611100,3442200
2017-09-19,1407200,63741000,57400,47108100,5554900,582300,2916500
2017-09-20,1356800,78810000,59800,59574100,8037000,2371000,2741300
2017-09-21,2210900,32668200,44800,48211400,6147800,1203900,6278500
2017-09-22,1461800,39264300,64900,51214000,5660700,1051700,4549600
2017-09-25,3937600,85660600,132600,57064400,9679000,1238200,5536300
2017-09-26,2749900,62892900,94000,54082000,7251900,1075800,3099300
2017-09-27,3042800,80084700,355000,81001400,12145700,1619600,3812800
2017-09-28,1702500,54957600,92600,44778800,8883700,816300,4114300
2017-09-29,5770800,70546800,144600,85578000,11285500,642100,4245200
2017-10-02,5692200,68124300,1151900,59023000,7860700,1225700,4533800
2017-10-03,2462200,54087400,467300,66810200,6219800,442700,6710800
2017-10-04,2673200,45574100,312900,55953600,7447000,637400,4137400
2017-10-05,1909900,38759200,192200,63522800,8180300,831400,3398700
2017-10-06,1824000,44870200,254100,80646000,10375000,1172000,2594800
2017-10-09,1131500,25022400,147700,35803100,3590900,1368300,2248200
2017-10-10,1635800,45691800,85600,43057400,6666800,2710800,6012600
2017-10-11,1866400,48802900,127600,47674300,4385900,1299800,2944800
2017-10-12,1933400,35546600,212800,47065100,7141600,1161600,2787500
2017-10-13,1743800,61902200,78000,54800400,7746900,824600,2662600
2017-10-16,3788100,34089400,119500,38221700,5737300,733500,1972300
2017-10-17,1764400,38828200,173400,31561000,4969600,1242500,2191300
2017-10-18,1663800,36187200,105700,40888300,5943800,726100,1935900
2017-10-19,1877000,51487000,116900,61903800,8966500,490100,1838700
2017-10-20,2014200,46370200,114500,89176400,12326900,577900,2929900
2017-10-23,2000800,47564000,103300,63915300,6871100,610200,2618800
2017-10-24,1722300,40213400,90900,66935900,6842800,419800,2521400
2017-10-25,2945400,57309600,111700,103715300,9961400,459500,3490900
2017-10-26,2163500,55320500,94400,69798000,8179400,2757500,3916400
2017-10-27,1902500,55225600,485600,85562500,10480900,2014700,2979900
2017-10-30,2384800,35732500,176000,54285700,9051600,707600,3061000
2017-10-31,3719900,63902300,50200,60304800,4424300,683200,4422700
2017-11-01,2959400,51926300,165700,54202700,8940400,1327300,3507700
2017-11-02,2160500,38024500,73100,56449500,7222700,1168200,5159300
2017-11-03,1781200,42909900,78400,59589700,10984100,1159700,2458400
2017-11-06,1293000,30828500,116600,49652600,6246700,753800,3156300
2017-11-07,2015500,46904400,231800,57502200,6422700,830000,3992500
2017-11-08,2742600,35006300,100600,50469600,3356200,1051800,2058200
2017-11-09,2479800,39894900,104600,95085500,6280400,794900,3856400
2017-11-10,1751100,32484400,384300,59984700,11981000,779300,3657400
2017-11-13,1891600,52239700,113700,50228600,5880800,383600,3487200
2017-11-14,2799900,56682300,74100,61315200,6195900,2395500,4039200
2017-11-15,2495700,49000900,205300,80811500,9568200,976000,5171100
2017-11-16,1912600,46316400,70800,67777000,5894900,751700,5137200
2017-11-17,3544600,46258900,98400,75756800,6938800,969800,2782600
2017-11-20,2639100,45493800,52500,48075500,4232300,737700,3613800
2017-11-21,2297400,63587700,58700,69176800,5818400,914100,3056900
2017-11-22,6104100,60764000,55100,45033400,4140700,1565200,2347400
2017-11-24,1693500,25838000,25800,27856500,3141400,751900,1255000
2017-11-27,2653300,47853200,65500,52274900,6079900,1222300,2218000
2017-11-28,5126900,54357600,97800,98971700,5983000,1448100,2946800
2017-11-29,2423700,66269800,61900,77512100,14547100,869700,4633900
2017-11-30,4011300,118059300,70500,127894400,9630000,2147600,4849800
2017-12-01,3410200,88358900,106300,164390900,24583100,1941700,4664700
2017-12-04,2652800,67381600,112200,94040600,9609200,1310800,4484100
2017-12-05,2995500,32126400,82500,77994500,10958900,593900,4372600
2017-12-06,2965800,81862800,462200,75898600,11834200,327700,3967900
2017-12-07,2584100,70820800,68500,77218600,13056800,431300,4049100
2017-12-08,1685000,42794900,89800,76563900,4786100,370500,3448600
2017-12-11,2612400,46795900,74500,83077500,3863800,562900,5326200
2017-12-12,3142400,47157800,69200,85195800,7502400,503300,4732000
2017-12-13,3109500,75946200,78100,102905400,8532900,2250900,3887100
2017-12-14,4126100,50968200,94200,100666700,6885000,1208600,4901000
2017-12-15,2403700,67881200,93600,144610300,7239400,1388900,4909500
2017-12-18,4474300,61186100,83900,83653600,7239700,1257400,5169400
2017-12-19,2820900,51306800,81600,82382900,11045800,591800,5259200
2017-12-20,4002500,42832800,93300,76751500,10005800,421500,7831900
2017-12-21,2374500,40602200,143600,67032300,7026900,1463000,4701300
2017-12-22,3292800,40032700,62600,78720900,3974300,184700,6484400
2017-12-26,1873400,29614100,71000,45244400,3168400,517500,2874500
2017-12-27,2046900,35373200,71300,57751000,9059700,678700,4341500
2017-12-28,2895400,34284300,431800,45116100,5297100,426100,3172900
2017-12-29,2813400,46485100,175300,96007400,7580500,1459200,2957300
2018-01-02,8850900,68969400,1120700,86655700,16238200,546200,4639500
2018-01-03,2441700,56228700,394500,90070400,8605100,679900,5516900
2018-01-04,2945400,52154900,203900,80636400,9217900,650500,4734100
2018-01-05,4322900,50026900,225200,83524000,10915400,370100,5742900
2018-01-08,3394500,36998200,201600,57319200,8850600,969800,4763200
2018-01-09,2301300,42131600,106000,57254000,16226400,1158400,4631000
2018-01-10,4194300,72183900,124300,69574300,14302600,485100,6244400
2018-01-11,3470400,38720900,107500,62361500,12511000,586800,5067100
2018-01-12,3605900,69358300,134300,90816100,9987100,1098700,5119500
2018-01-16,6794400,80418000,140700,106555100,9125900,2527000,5760800
2018-01-17,3112000,63697300,105000,109354500,8305500,1053500,5560300
2018-01-18,2896500,33947000,188000,100728000,10843900,425700,4548200
2018-01-19,2933800,60503700,107800,140920100,11374300,748900,4546800
2018-01-22,3983200,49191200,95100,91322400,8984700,1338400,4767400
2018-01-23,4775600,61277300,208100,97084700,12325700,735500,4599700
2018-01-24,2362300,63963100,498700,134816100,9038900,2078500,6242500
2018-01-25,9851600,61533700,138300,84587300,12173300,4503100,4765000
2018-01-26,3808000,80566200,100900,107743100,6462900,1603500,4966400
2018-01-29,3974900,58884200,80700,90118300,12223000,1411200,5280200
2018-01-30,3659500,87601400,145100,131796400,12064400,1466600,6937600
2018-01-31,8066500,96654200,104600,108364800,18045100,1401800,8845500
2018-02-01,9678700,72143800,190500,90102500,18632800,1743300,7313200
2018-02-02,4779300,116832800,150800,173174800,23944400,3709800,11151800
2018-02-05,5991700,151202100,250400,294681800,28606200,3408900,8861900
2018-02-06,6031400,183650300,657700,355026800,10935400,2694900,12554100
2018-02-07,4115600,156301200,213000,167376100,16271100,2405400,7480000
2018-02-08,4761600,163250200,196000,246449500,15155100,1663600,11116900
2018-02-09,5926100,153419800,253400,283565300,15661600,1841300,12718500
2018-02-12,5421400,104447700,124900,143736000,10944600,1097600,15209300
2018-02-13,4256200,55739700,71400,81223600,8157600,1308500,8766100
2018-02-14,4317000,96491500,118700,120735700,12043300,1639500,8225700
2018-02-15,2878900,95168100,71700,111200300,8222400,1538000,7359200
2018-02-16,3648900,70876400,763800,160420100,8454100,812600,7002400
2018-02-20,2907400,78660300,104300,86369700,8268800,1366800,5766000
2018-02-21,3223800,66591900,95100,98883700,12054300,1138000,7852900
2018-02-22,2485400,62436300,124000,110511300,9317900,2011900,7412700
2018-02-23,2398100,43623300,58800,92766400,9072900,523300,6884100
2018-02-26,4617300,51742600,139900,86491400,8771600,1095400,6336100
2018-02-27,5704700,94671000,69400,99099200,12525700,1527100,7635400
2018-02-28,9614100,102169900,84700,121907800,9311600,1119700,9175500
2018-03-01,7335500,112694400,84800,176855100,12287700,1405800,8794700
2018-03-02,3717300,72756200,66200,139083200,10064300,602700,8408100
2018-03-05,3307200,55905400,72800,97307400,5658200,1274300,5558100
2018-03-06,1932100,57199200,83200,79213200,5452000,1492700,6039100
2018-03-07,3448700,46554800,54500,87063500,4461800,443000,9868300
2018-03-08,2396200,46733900,64300,66901200,7086700,520100,6381300
2018-03-09,3669400,58818700,86100,113625300,6570400,641000,6293400
2018-03-12,4149500,52944500,77100,71924800,5801300,1024800,6661400
2018-03-13,2727500,60376000,64900,91968900,7455300,609600,4877100
2018-03-14,3126400,51067200,77200,105895100,10175000,1280200,5945100
2018-03-15,3045500,65778900,58400,83433000,6757900,564300,5680500
